id;name;molweight;critical temperature (K);acentric factor;boiling point (K)
2900;3,4,5-trimethylheptane;142.28468;612.8;0.417;435.66
2901;3,4,5-trimethylnonane;170.33844;644.34;0.491;473.15
2902;3,4,5-trimethyloctane;156.31156;628.05;0.449;454.15
2903;3,4,5-trimethylphenol;136.19368;761.43;0.494;524.95
2904;3,4,6-trimethylnonane;170.33844;640.25;0.491;470.15
2905;3,4,6-trimethyloctane;156.31156;625.29;0.449;452.15
2906;3,4,7-trimethylnonane;170.33844;644.34;0.491;473.15
2907;3,4-dibromoheptane;257.99616;700.05;0.571;510.82
2908;3,4-dibromohexane;243.96928;684.21;0.526;486.03
2909;3,4-dichloro-1-butene;124.99704;589;0.3;388
2910;3,4-dichloroaniline;162.01784;800;0.468;545
2911;3,4-dichlorophenyl isocyanate;188.01236;733;0.335;501
2912;3,4-dichlorotoluene;161.03004;710;0.343;482.05
2913;3,4-diethylheptane;156.31156;622.87;0.478;453.15
2914;3,4-diethylhexane;142.28468;618.8;0.403;437.06
2915;3,4-diethyloctane;170.33844;639.37;0.519;472.15
2916;3,4-diethylphenol;150.22056;780.8;0.541;547.87
2917;3,4-dihydro-2-methoxy-2H-pyran;114.1442;599;0.367;400.75
2918;3,4-dimethyl-(1-thiaethyl)-benzene;152.26028;743.84;0.415;510.74
2919;3,4-dimethyl-1-hexanol;130.23032;613.27;0.773;454
2920;3,4-dimethyl-1-hexene;112.21504;563.01;0.327;385.15
2921;3,4-dimethyl-1-pentanol;116.20344;600.63;0.731;438.15
2922;3,4-dimethyl-1-pentene;98.18816;528.31;0.283;353.95
2923;3,4-dimethyl-1-pentyne;96.17228;539.46;0.241;353.15
2924;3,4-dimethyl-2-ethylphenol;150.22056;733.03;0.54;515
2925;3,4-dimethyl-2-hexanol;130.23032;603.29;0.741;444.15
2926;3,4-dimethyl-2-hexanone;128.21444;624;0.528;431.15
2927;3,4-dimethyl-2-pentanol;116.20344;587.7;0.697;426.15
2928;3,4-dimethyl-2-pentanone;114.18756;586.69;0.42;405.15
2929;3,4-dimethyl-2-thiapentane;118.24316;597.54;0.321;401.15
2930;3,4-dimethyl-3,4-diethylhexane;170.33844;669.75;0.403;483.15
2931;3,4-dimethyl-3,4-diphenylhexane;266.42644;810;0.698;619.15
2932;3,4-dimethyl-3-ethylheptane;156.31156;637.52;0.419;458.15
2933;3,4-dimethyl-3-ethyloctane;170.33844;648.03;0.461;473.15
2934;3,4-dimethyl-3-hexanol;130.23032;580.75;0.706;425.15
2935;3,4-dimethyl-3-isopropyl-2-pentanol;158.28408;610.96;0.728;456
2936;3,4-dimethyl-4-ethylheptane;156.31156;631.95;0.419;454.15
2937;3,4-dimethyl-4-ethyloctane;170.33844;649.4;0.461;474.15
2938;3,4-dimethyl-4-isopropylheptane;170.33844;653.29;0.432;474.15
2939;3,4-dimethyl-4-octanol;158.28408;616.49;0.788;464
2940;3,4-dimethyl-4-propylheptane;170.33844;645.29;0.461;471.15
2941;3,4-dimethyl-5-ethylheptane;156.31156;629.43;0.449;455.15
2942;3,4-dimethyl-5-ethyloctane;170.33844;641.61;0.491;471.15
2943;3,4-dimethyl-5-ethylphenol;150.22056;733.24;0.54;515.15
2944;3,4-dimethyl-6-ethyloctane;170.33844;641.61;0.491;471.15
2945;3,4-dimethyl-6-ethylphenol;150.22056;733.03;0.54;515
2946;3,4-dimethyl-cis-2-hexene;112.21504;570.01;0.322;389.15
2947;3,4-dimethyl-cis-2-pentene;98.18816;542.11;0.278;362.4
2948;3,4-dimethyl-cis-3-hexene;112.21504;578;0.326;395.15
2949;3,4-dimethyl-trans-2-hexene;112.21504;570.01;0.322;389.15
2950;3,4-dimethyl-trans-2-pentene;98.18816;545.47;0.278;364.65
2951;3,4-dimethyl-trans-3-hexene;112.21504;578;0.326;395.15
2952;3,4-dimethylaniline;121.18208;695.58;0.433;501.15
2953;3,4-dimethylbiphenyl;182.26516;801.2;0.454;555.15
2954;3,4-dimethyldecane;170.33844;647.49;0.519;478.15
2955;3,4-dimethylfuran;96.12892;535.1;0.332;351.67
2956;3,4-dimethylheptane;128.2578;591.9;0.379;413.76
2957;3,4-dimethylhexane;114.23092;568.8;0.338;390.88
2958;3,4-dimethylnonane;156.31156;629.74;0.478;458.15
2959;3,4-dimethyloctane;142.28468;614;0.417;436.56
2960;3,4-dimethylpent-2-ene;98.18816;537.61;0.294;360.8
2961;3,4-dimethylpyridine;107.1552;683.8;0.35;452.25
2962;3,4-dimethylquinoline;157.21508;765.83;0.497;564.15
2963;3,4-dimethylstyrene;132.20528;679.34;0.375;465.57
2964;3,4-dimethyltetrahydrofuran;100.16068;581.14;0.282;381.65
2965;3,4-dimethylthiophene;112.19552;640.4;0.298;418.15
2966;3,4-dimethylthiophenol;138.2334;730.98;0.373;489.45
2967;3,4-dinitrotoluene;182.13572;842;0.709;610
2968;3,4-xylenol;122.1668;729.95;0.576;500.15
2969;3,5,5-trimethyl-1-hexanol;144.2572;627.63;0.748;466.15
2970;3,5,5-trimethyl-3-heptanol;158.28408;629.12;0.724;468.75
2971;3,5,5-trimethyl-3-hexanol;144.2572;597.6;0.682;439
2972;3,5,5-trimethylhexanal;142.24132;640;0.592;456.62
2973;3,5,5-trimethylhexanoic acid;158.24072;703;0.831;456.91
2974;3,5,5-trimethylhexyl acetate;186.29448;678.7;0.622;480
2975;3,5,5-trimethylnonane;170.33844;635.7;0.461;464.15
2976;3,5,5-trimethyloctane;156.31156;616.64;0.419;443.15
2977;3,5,6-trimethylnonane;170.33844;640.25;0.491;470.15
2978;3,5,7-trimethylnonane;170.33844;637.53;0.491;468.15
2979;3,5,N,N-tetramethylaniline;149.23584;690;0.69;500.15
2980;3,5-bis(1,1-dimethylethyl)phenol;206.32808;765;0.631;527.81
2981;3,5-bis(1-methylethyl)phenol;178.27432;755.67;0.59;524.28
2982;3,5-di-tert-butyltoluene;204.35556;741;0.638;517.15
2983;3,5-dichlorotoluene;161.03004;710;0.343;474.65
2984;3,5-diethylheptane;156.31156;621.49;0.478;452.15
2985;3,5-diethyloctane;170.33844;636.66;0.519;470.15
2986;3,5-diethylphenol;150.22056;742.72;0.541;521.15
2987;3,5-dimethyl-(1-thiaethyl)-benzene;152.26028;743.84;0.415;510.74
2988;3,5-dimethyl-1-hexanol;130.23032;616.17;0.773;456.15
2989;3,5-dimethyl-1-hexene;112.21504;551.31;0.327;377.15
2990;3,5-dimethyl-2-ethylphenol;150.22056;761.5;0.54;535
2991;3,5-dimethyl-2-hexanol;130.23032;588.35;0.741;433.15
2992;3,5-dimethyl-3-ethylheptane;156.31156;630.56;0.419;453.15
2993;3,5-dimethyl-3-ethyloctane;170.33844;642.55;0.461;469.15
2994;3,5-dimethyl-3-heptanol;144.2572;605.89;0.748;450
2995;3,5-dimethyl-3-hexanol;130.23032;580.75;0.706;425.15
2996;3,5-dimethyl-3-hexanol, (±);130.23032;600.92;0.733;425.15
2997;3,5-dimethyl-3-octanol;158.28408;619.15;0.788;466
2998;3,5-dimethyl-4-ethylheptane;156.31156;628.05;0.449;454.15
2999;3,5-dimethyl-4-ethyloctane;170.33844;640.25;0.491;470.15
3000;3,5-dimethyl-4-ethylphenol;150.22056;757.44;0.54;532.15
3001;3,5-dimethyl-4-heptanol;144.2572;616.34;0.782;460.15
3002;3,5-dimethyl-4-heptanone;142.24132;629.65;0.541;435.15
3003;3,5-dimethyl-4-isopropylheptane;170.33844;639.86;0.462;467.15
3004;3,5-dimethyl-4-propylheptane;170.33844;638.89;0.491;469.15
3005;3,5-dimethyl-5-ethyloctane;170.33844;634.33;0.461;463.15
3006;3,5-dimethyl-6-ethyloctane;170.33844;640.25;0.491;470.15
3007;3,5-dimethyl-cis-2-hexene;112.21504;564.15;0.322;385.15
3008;3,5-dimethyl-trans-2-hexene;112.21504;564.15;0.322;385.15
3009;3,5-dimethylaniline;121.18208;695.58;0.433;493.65
3010;3,5-dimethylbiphenyl;182.26516;792.44;0.458;547.65
3011;3,5-dimethyldecane;170.33844;640.72;0.519;473.15
3012;3,5-dimethylheptane;128.2578;583.2;0.385;409.16
3013;3,5-dimethylnonane;156.31156;622.87;0.478;453.15
3014;3,5-dimethyloctane;142.28468;606.3;0.424;432.56
3015;3,5-dimethylpyridine;107.1552;667.2;0.364;445.05
3016;3,5-dimethylstyrene;132.20528;679.34;0.375;465.57
3017;3,5-dimethylthiophenol;138.2334;730.98;0.373;489.45
3018;3,5-dinitrotoluene;182.13572;814;0.702;588
3019;3,5-xylenol;122.1668;715.65;0.485;494.89
3020;3,6,6-trimethylnonane;170.33844;634.33;0.461;463.15
3021;3,6-diethyloctane;170.33844;643.43;0.519;475.15
3022;3,6-dimethyl-3-ethyloctane;170.33844;646.66;0.461;472.15
3023;3,6-dimethyl-3-heptanol;144.2572;605.89;0.748;446.15
3024;3,6-dimethyl-3-octanol;158.28408;618.02;0.788;465.15
3025;3,6-dimethyl-4-ethyloctane;170.33844;638.89;0.491;469.15
3026;3,6-dimethyl-4-octanol;158.28408;613.56;0.822;464
3027;3,6-dimethyldecane;170.33844;642.08;0.519;474.15
3028;3,6-dimethylnonane;156.31156;625.61;0.478;455.15
3029;3,6-dimethyloctane;142.28468;608.3;0.424;433.96
3030;3,6-dimethylquinoline;157.21508;780.41;0.497;543.15
3031;3,7,11,15-tetramethylhexadecanoic acid;312.5364;822;0.935;706.07
3032;3,7-dimethyl-1-octanol;158.28408;638.54;0.852;485.15
3033;3,7-dimethyl-1-octanol, (±);158.28408;629;0.793;485.65
3034;3,7-dimethyl-1-octene;140.2688;616.98;0.457;427.15
3035;3,7-dimethyl-2-octanol;158.28408;641.33;0.822;485
3036;3,7-dimethyl-3-octanol;158.28408;623.33;0.788;469.15
3037;3,7-dimethyl-3-octanol, (±);158.28408;629;0.793;469.65
3038;3,7-dimethyldecane;170.33844;643.43;0.519;475.15
3039;3,7-dimethylnonane;156.31156;628.36;0.478;457.15
3040;3,7-dimethyloctanyl acetate;200.32136;693.8;0.533;505
3041;3,7-dimethyloctanyl butyrate;228.37512;720.2;0.62;559.87
3042;3,7-dimethylquinoline;157.21508;781.85;0.497;544.15
3043;3,8-dimethyldecane;170.33844;647.49;0.519;478.15
3044;3,8-dimethylquinoline;157.21508;767.48;0.497;534.15
3045;3,cis-4-dimethylcyclohexene;110.19916;597.92;0.26;395.8
3046;3,cis-4-dimethylcyclopentene;96.17228;557.42;0.245;364.55
3047;3,cis-4-dimethylthiacyclohexane;130.25416;641.36;0.262;422.27
3048;3,cis-4-dimethylthiacyclopentane;116.22728;607.56;0.247;395.12
3049;3,cis-5-dimethylcyclohexene;110.19916;597.92;0.26;397.65
3050;3,cis-5-dimethylcyclopentene;96.17228;557.42;0.245;364.55
3051;3,cis-5-dimethylthiacyclohexane;130.25416;641.36;0.262;422.27
3052;3,cis-6-dimethylcyclohexene;110.19916;597.92;0.26;398.15
3053;3,trans-4-dimethylcyclohexene;110.19916;597.92;0.26;395.8
3054;3,trans-4-dimethylcyclopentene;96.17228;557.42;0.245;364.55
3055;3,trans-4-dimethylthiacyclohexane;130.25416;641.36;0.262;422.27
3056;3,trans-4-dimethylthiacyclopentane;116.22728;607.56;0.247;395.12
3057;3,trans-5-dimethylcyclohexene;110.19916;597.92;0.26;395.8
3058;3,trans-5-dimethylcyclopentene;96.17228;557.42;0.245;364.55
3059;3,trans-5-dimethylthiacyclohexane;130.25416;641.36;0.262;422.27
3060;3,trans-6-dimethylcyclohexene;110.19916;597.92;0.26;395.8
3061;3-(1-methylethoxy)-1-propene;100.16068;536;0.38;356.65
3062;3-(chloromethyl)heptane;148.67568;642.41;0.462;445.15
3063;3-(dimethylamino)-1-propanol;103.16436;626.41;0.841;436.65
3064;3-(methylamino)propylamine;88.15276;612.33;0.533;413.15
3065;3-(methylthio)propanal;104.17292;650;0.417;438.65
3066;3-amino-1-butanol;89.13748;571.82;0.711;426.84
3067;3-amino-1-propanol;75.1106;649;0.827;460.65
3068;3-amino-2-butanol;89.13748;571.82;0.711;433.15
3069;3-amino-2-methylpentane;101.19184;596.83;0.419;408.33
3070;3-amino-3-methylpentane;101.19184;586.93;0.387;398.45
3071;3-aminoheptane;115.21872;565.35;0.409;414.15
3072;3-aminohexane;101.19184;592.91;0.451;408.77
3073;3-bromo-1-butene;135.00358;586.28;0.292;378.15
3074;3-bromo-1-pentene;149.03046;580.26;0.337;383.15
3075;3-bromo-1-propene;120.9767;540.2;0.273;343.16
3076;3-bromo-2-ethyl-1-propene;149.03046;569.33;0.341;376.52
3077;3-bromo-2-methyl-1-butene;149.03046;573.71;0.311;376.08
3078;3-bromo-2-methyl-1-propene;135.00358;569.83;0.297;368.15
3079;3-bromo-2-methylpentane;165.07322;594.59;0.373;401.96
3080;3-bromo-2-pentene;149.03046;586.22;0.334;389.15
3081;3-bromo-3-methyl-1-butene;149.03046;575.7;0.274;373.41
3082;3-bromo-3-methylpentane;165.07322;595.92;0.341;403.15
3083;3-bromo-cis-2-pentene;149.03046;581.59;0.331;383.15
3084;3-bromo-trans-2-pentene;149.03046;581.59;0.331;383.15
3085;3-bromohexane;165.07322;608.18;0.404;414.45
3086;3-bromopentane;151.04634;587.16;0.359;391.75
3087;3-butenylbenzene;132.20528;682.45;0.356;450.15
3088;3-butylphenol;150.22056;742.23;0.542;520.15
3089;3-chloro-1-butene;90.55228;524.61;0.233;337.15
3090;3-chloro-1-pentene;104.57916;556.39;0.277;366.15
3091;3-chloro-1-propene;76.5254;514.15;0.148;318.3
3092;3-chloro-2,2,3-trimethylhexane;162.70256;661.88;0.505;470.76
3093;3-chloro-2,3-dimethylhexane;148.67568;642.41;0.462;442.45
3094;3-chloro-2,3-dimethylpentane;134.6488;621.08;0.418;401.15
3095;3-chloro-2-(chloromethyl)-1-propene;124.99704;640;0.302;411.15
3096;3-chloro-2-ethyl-1-propene;104.57916;550.96;0.281;363.15
3097;3-chloro-2-methyl-1-butene;104.57916;561.72;0.252;366.95
3098;3-chloro-2-methyl-1-pentene;118.60604;583.61;0.341;394.15
3099;3-chloro-2-methyl-1-propene;90.55228;536.47;0.237;345.35
3100;3-chloro-2-methylpentane;120.62192;571.28;0.314;385
3101;3-chloro-2-pentene;104.57916;561.69;0.275;364.15
3102;3-chloro-3-ethyl-2,2-dimethylpentane;162.70256;661.88;0.505;470.76
3103;3-chloro-3-ethylheptane;162.70256;661.88;0.505;470.76
3104;3-chloro-3-ethylpentane;134.6488;621.08;0.418;416.65
3105;3-chloro-3-methyl-1-butene;104.57916;546.4;0.217;353.15
3106;3-chloro-3-methylheptane;148.67568;642.41;0.462;442.45
3107;3-chloro-3-methylhexane;134.6488;621.08;0.418;408.15
3108;3-chloro-3-methyloctane;162.70256;661.88;0.505;470.76
3109;3-chloro-3-methylpentane;120.62192;582.19;0.283;389.15
3110;3-chloro-cis-2-pentene;104.57916;553.1;0.271;363.15
3111;3-chloro-trans-2-pentene;104.57916;553.1;0.271;363.15
3112;3-chlorobenzal chloride;195.4748;737;0.26;483.65
3113;3-chloroheptane;134.6488;621.08;0.418;417.15
3114;3-chlorohexane;120.62192;583.1;0.343;396.15
3115;3-cyclohexene-1-carboxaldehyde;110.1558;655;0.364;437.15
3116;3-cyclohexyleicosane;364.69888;853.38;0.708;689.65
3117;3-decanol;158.28408;632.85;0.883;483
3118;3-decanone;156.2682;656.59;0.612;476.15
3119;3-decyne;138.25292;643.32;0.412;452.45
3120;3-dimethylamino-1-propylamine;102.17964;637.67;0.591;406.65
3121;3-dodecanol;186.33784;712.9;0.635;512.53
3122;3-dodecanone;184.32196;687.46;0.691;519.25
3123;3-dodecyne;166.30668;677.19;0.498;492.55
3124;3-eicosyne;278.52172;758.74;0.744;603.15
3125;3-ethoxy-1-propanol;104.14908;582;0.783;420
3126;3-ethyl-(1-thiaethyl)-benzene;152.26028;737.59;0.416;505.76
3127;3-ethyl-1-heptanol;144.2572;636.71;0.846;480.15
3128;3-ethyl-1-hexanol;130.23032;608.64;0.806;453
3129;3-ethyl-1-hexene;112.21504;556.24;0.357;383.45
3130;3-ethyl-1-octanol;158.28408;631.54;0.883;482
3131;3-ethyl-1-pentanol;116.20344;598.5;0.764;439.15
3132;3-ethyl-1-pentene;98.18816;530;0.302;357.26
3133;3-ethyl-1-pentyne;96.17228;540.76;0.27;357.15
3134;3-ethyl-2,2,3-trimethylpentane;142.28468;646;0.311;442.66
3135;3-ethyl-2,2,4-trimethylpentane;142.28468;615.3;0.346;428.46
3136;3-ethyl-2,2-dimethylhexane;142.28468;611.7;0.369;429.26
3137;3-ethyl-2,3,4-trimethylpentane;142.28468;642.3;0.329;442.6
3138;3-ethyl-2,3-dimethylhexane;142.28468;626.8;0.359;436.86
3139;3-ethyl-2,4-dimethylhexane;142.28468;616.1;0.385;433.26
3140;3-ethyl-2,5-dimethylhexane;142.28468;603.5;0.397;427.26
3141;3-ethyl-2,5-dimethylthiophene;140.24928;669;0.379;456.15
3142;3-ethyl-2-heptanol;144.2572;606.35;0.814;455
3143;3-ethyl-2-hexanol;130.23032;595.91;0.773;441.15
3144;3-ethyl-2-methylheptane;142.28468;610.9;0.415;434.36
3145;3-ethyl-2-methylhexane;128.2578;588.1;0.378;411.16
3146;3-ethyl-2-methylpentane;114.23092;567;0.329;388.8
3147;3-ethyl-2-pentanol;116.20344;582.81;0.731;425.15
3148;3-ethyl-2-pentanone;114.18756;590.99;0.451;411.15
3149;3-ethyl-2-pentene;98.18816;547.66;0.307;369.16
3150;3-ethyl-2-thiapentane;118.24316;598.38;0.351;405.02
3151;3-ethyl-3,4-dimethylhexane;142.28468;624.5;0.359;435.26
3152;3-ethyl-3-heptanol;144.2572;609.87;0.78;455.35
3153;3-ethyl-3-hexanol;130.23032;586.95;0.738;432.15
3154;3-ethyl-3-hexene;112.21504;565.63;0.351;389.15
3155;3-ethyl-3-methyl-1-pentyne;110.19916;594.1;0.359;374.65
3156;3-ethyl-3-methyl-2-pentanone;128.21444;624;0.528;426.6
3157;3-ethyl-3-methylheptane;142.28468;620;0.389;436.96
3158;3-ethyl-3-methylhexane;128.2578;597.5;0.352;413.76
3159;3-ethyl-3-methylhexanoic acid;158.24072;703;0.831;456.91
3160;3-ethyl-3-octanol;158.28408;624.3;0.819;472.15
3161;3-ethyl-3-pentanol;116.20344;573.17;0.695;415.65
3162;3-ethyl-4-isopropylheptane;170.33844;637.53;0.491;468.15
3163;3-ethyl-4-methyl-2-pentanone;128.21444;624;0.528;427.65
3164;3-ethyl-4-methylheptane;142.28468;615.5;0.409;436.16
3165;3-ethyl-4-methylhexane;128.2578;593.7;0.372;413.56
3166;3-ethyl-4-methylpyridine;121.18208;653;0.376;471.15
3167;3-ethyl-4-octanol;158.28408;613.33;0.852;466
3168;3-ethyl-4-propylheptane;170.33844;635.31;0.519;469.15
3169;3-ethyl-5-methylheptane;142.28468;606.6;0.416;431.36
3170;3-ethyl-6-methyl-3-heptanol;158.28408;629;0.793;472.78
3171;3-ethyl-cis-2-hexene;112.21504;572.89;0.351;394.15
3172;3-ethyl-o-xylene;134.22116;680;0.362;467.11
3173;3-ethyl-trans-2-hexene;112.21504;572.89;0.351;394.15
3174;3-ethylbiphenyl;182.26516;801;0.482;559.11
3175;3-ethylcyclohexene;110.19916;609.58;0.285;404.76
3176;3-ethylcyclopentene;96.17228;565.35;0.27;370.92
3177;3-ethyldecane;170.33844;648.96;0.548;481.85
3178;3-ethyldiphenylmethane;196.29204;786.18;0.522;564.69
3179;3-ethylfuran;96.12892;556.26;0.333;365
3180;3-ethylheptane;128.2578;590;0.408;416.35
3181;3-ethylhexane;114.23092;565.5;0.361;391.69
3182;3-ethylhexanoic acid;144.21384;692;0.779;436.35
3183;3-ethylnonane;156.31156;630.13;0.507;461.15
3184;3-ethyloctane;142.28468;613.6;0.446;439.66
3185;3-ethylpentane;100.20404;540.6;0.309;366.62
3186;3-ethylpyridine;107.1552;657.7;0.388;440.15
3187;3-ethylquinoline;157.21508;775.67;0.498;539.15
3188;3-ethyltetrahydrofuran;100.16068;590.7;0.308;389.15
3189;3-ethylthiacyclohexane;130.25416;646.42;0.288;426.94
3190;3-ethylthiacyclopentane;116.22728;671.54;0.273;438.15
3191;3-ethylthiophene;112.19552;626.7;0.298;409.15
3192;3-fluoro-1-butene;74.0979832;445.34;0.232;286.43
3193;3-fluoro-1-pentene;88.1248632;469.68;0.276;309.31
3194;3-fluoro-1-propene;60.0711032;394.72;0.218;270.15
3195;3-fluoro-2-ethyl-1-propene;88.1248632;469.43;0.281;309.63
3196;3-fluoro-2-methyl-1-butene;88.1248632;472.95;0.251;309.19
3197;3-fluoro-2-methyl-1-propene;74.0979832;473.42;0.237;305
3198;3-fluoro-2-methylpentane;104.1676232;511.81;0.313;345.15
3199;3-fluoro-3-methyl-1-butene;88.1248632;473.89;0.216;306.52
3200;3-fluoro-3-methylpentane;104.1676232;508.31;0.282;340
3201;3-fluoro-cis-2-pentene;88.1248632;482.63;0.271;317.11
3202;3-fluoro-trans-2-pentene;88.1248632;482.63;0.271;317.11
3203;3-fluorohexane;104.1676232;523.73;0.342;356.05
3204;3-heptadecyne;236.44108;739.6;0.68;573.15
3205;3-heptanol;116.20344;585.83;0.764;429.85
3206;3-heptanol, (S);116.20344;587.2;0.709;430.15
3207;3-heptanone;114.18756;606.6;0.408;420.55
3208;3-heptene;98.18816;537.61;0.294;369
3209;3-heptene (mixed isomers);98.18816;537.61;0.294;363.69
3210;3-heptyne;96.17228;574.59;0.279;380.31
3211;3-hexadecanol;242.44536;757.6;0.756;568.53
3212;3-hexadecanone;240.42948;736.51;0.81;569.98
3213;3-hexadecyne;222.4142;729.15;0.65;559.15
3214;3-hexanethiol;118.24316;615;0.353;407.26
3215;3-hexanol;102.17656;579.3;0.558;408.55
3216;3-hexanol, (R);102.17656;581.8;0.582;408.15
3217;3-hexanone;100.16068;582.82;0.38;396.65
3218;3-hexyne;82.1454;544;0.218;354.35
3219;3-hydroxy-2-methyl propionaldehyde;88.10632;615;0.793;440
3220;3-hydroxybutanal;88.10632;620;0.797;444
3221;3-iodo-1-butene;182.00405;625.42;0.223;400
3222;3-iodo-1-pentene;196.03093;615.43;0.267;403.18
3223;3-iodo-1-propene;167.97717;595.81;0.202;375.16
3224;3-iodo-2-ethyl-1-propene;196.03093;614.94;0.271;403.5
3225;3-iodo-2-methyl-1-butene;196.03093;630.52;0.242;410
3226;3-iodo-2-methyl-1-propene;182.00405;594.11;0.227;380.62
3227;3-iodo-2-methylpentane;212.07369;597.44;0.705;428.94
3228;3-iodo-3-methyl-1-butene;196.03093;622.45;0.207;400.39
3229;3-iodo-3-methylpentane;212.07369;597.98;0.668;426.59
3230;3-iodo-cis-2-pentene;196.03093;628.8;0.261;410.98
3231;3-iodo-trans-2-pentene;196.03093;628.8;0.261;410.98
3232;3-iodoheptane;226.10057;646.56;0.816;477.1
3233;3-iodohexane;212.07369;610.59;0.739;441.15
3234;3-isobutylphenol;150.22056;733;0.51;510
3235;3-isopropyl-1-heptanol;158.28408;642.75;0.852;488.35
3236;3-isopropyl-2-methylhexane;142.28468;623.4;0.391;439.86
3237;3-isopropylphenol;136.19368;734.54;0.464;501.15
3238;3-isopropylpyridine;121.18208;653;0.376;450.65
3239;3-isopropylthiophene;126.2224;652.61;0.312;430.15
3240;3-mercaptopropionic acid;106.14544;729;0.589;501
3241;3-methoxy-1-butanol;104.14908;582;0.783;430.15
3242;3-methoxy-1-propanol;90.1222;569;0.759;430.7
3243;3-methoxy-1-propene;72.10692;475.15;0.266;317.15
3244;3-methoxy-2-methyl-1-propene;86.1338;505.58;0.323;340.15
3245;3-methoxy-3-methylbutanol;118.17596;600;0.817;447.15
3246;3-methoxypropionitrile;85.10572;638;0.465;439
3247;3-methyl sulfolane;134.1992;817;0.419;549.15
3248;3-methyl-(1-thiaethyl)-benzene;138.2334;718.95;0.371;482.88
3249;3-methyl-(1-thiapropyl)-benzene;152.26028;717.74;0.416;492.15
3250;3-methyl-1,1-diphenylethane;196.29204;786.32;0.491;561.15
3251;3-methyl-1,2-butadiene;68.11852;490;0.187;314
3252;3-methyl-1,2-diphenylethane;196.29204;792.39;0.522;569.15
3253;3-methyl-1,2-pentadiene;82.1454;528.84;0.239;343.15
3254;3-methyl-1,3-butanediol;104.14908;632.01;1.103;472.15
3255;3-methyl-1,3-pentadiene;82.1454;526.51;0.25;350.15
3256;3-methyl-1,4-pentadiene;82.1454;497;0.247;326
3257;3-methyl-1,cis-3-pentadiene;82.1454;536.73;0.241;350.15
3258;3-methyl-1,trans-3-pentadiene;82.1454;536.73;0.241;350.15
3259;3-methyl-1-butanethiol;104.21628;604;0.22;391.5
3260;3-methyl-1-butanol;88.14968;577.2;0.589;404.35
3261;3-methyl-1-butene;70.1344;452.7;0.21;293.21
3262;3-methyl-1-butyne;68.11852;463.2;0.308;302.15
3263;3-methyl-1-heptanol;130.23032;616.9;0.806;459.15
3264;3-methyl-1-heptene;112.21504;557.26;0.357;384.15
3265;3-methyl-1-hexanamine;115.21872;565.35;0.409;422.15
3266;3-methyl-1-hexanol;116.20344;606.68;0.764;445.15
3267;3-methyl-1-hexanol, (±);116.20344;587.2;0.709;443.15
3268;3-methyl-1-hexene;98.18816;528;0.306;357.05
3269;3-methyl-1-hexyne;96.17228;542.27;0.27;358.15
3270;3-methyl-1-isopropylcyclopentene;124.22604;626.53;0.359;411.65
3271;3-methyl-1-nonanol;158.28408;638.09;0.883;487
3272;3-methyl-1-octanol;144.2572;627.23;0.846;473
3273;3-methyl-1-pentanol;102.17656;588;0.723;425.55
3274;3-methyl-1-pentanol, (±);102.17656;581.8;0.582;426.15
3275;3-methyl-1-pentene;84.16128;495;0.264;327.33
3276;3-methyl-1-pentyne;82.1454;512.82;0.226;330.85
3277;3-methyl-1H-indene;130.1894;693.5;0.332;471.15
3278;3-methyl-2,3-pentanediol;118.17596;670.5;1.105;505.76
3279;3-methyl-2,5-furandione;112.08496;721;0.57;486.15
3280;3-methyl-2-butanethiol;104.21628;579;0.283;382.91
3281;3-methyl-2-butanol;88.14968;556.1;0.512;384.65
3282;3-methyl-2-butanol, (±);88.14968;562.34;0.577;386.05
3283;3-methyl-2-butenoic acid;100.11732;676;0.389;468.15
3284;3-methyl-2-ethyl-1-butanol;116.20344;596.52;0.731;435.15
3285;3-methyl-2-ethyl-1-butene;98.18816;535.82;0.288;359.52
3286;3-methyl-2-ethyl-1-hexanol;144.2572;621;0.814;466.15
3287;3-methyl-2-ethyl-1-pentanol;130.23032;607.86;0.773;450
3288;3-methyl-2-ethyl-1-pentene;112.21504;561.5;0.332;384.65
3289;3-methyl-2-ethylthiophene;126.2224;652;0.342;434.15
3290;3-methyl-2-heptanol;130.23032;593.34;0.773;439.25
3291;3-methyl-2-heptanone;128.21444;624;0.528;437.15
3292;3-methyl-2-hexanol;116.20344;582.81;0.731;425.15
3293;3-methyl-2-hexanone;114.18756;593.86;0.451;413.15
3294;3-methyl-2-isopropyl-1-butanol;130.23032;606.01;0.741;446.15
3295;3-methyl-2-isopropyl-1-butene;112.21504;554.89;0.303;377.15
3296;3-methyl-2-isopropylnaphthalene;184.28104;817.54;0.507;585.41
3297;3-methyl-2-isopropylphenol;150.22056;719.35;0.509;501.15
3298;3-methyl-2-nonanol;158.28408;640.97;0.852;487
3299;3-methyl-2-octanol;144.2572;605.01;0.814;454
3300;3-methyl-2-octanone;142.24132;629.65;0.541;456.62
3301;3-methyl-2-octene;126.24192;593.62;0.411;418.15
3302;3-methyl-2-pentanol;102.17656;578;0.576;407.36
3303;3-methyl-2-pentanone;100.16068;573;0.389;390.55
3304;3-methyl-2-pentanone, (±);100.16068;576.61;0.362;390.65
3305;3-methyl-2-pentene, cis and trans;84.16128;506.59;0.25;341.05
